DBS0236674	1-4(9)	Red	3		cells	30-MAY-03	Consolidated on 9/12/06 from 10 to 4 vials (1 vial to orange tank).	
DBS0236618	1-5(6)	Pink	3		cells	19-JUN-03	consolidated from 10 vials to 4 on 5/1/08.	
DBS0236653	1-5(10)	Red	3		spores	19-JUN-03	Spores plus cells. Consolidated from 10 to 4 vials on 7/21/06.	
DBS0236395	1-5(14)	Blue	3		spores	12-JUN-03	Spores plus cells. Consolidated from 10 to 4 vials on 7/21/06. moved from 1-5(5) to 1-5(14)	
DBS0236652	1-5(7)	Green	3		cells	19-JUN-03	consolidated from 10 vials to 4 on 5/1/08.	
DBS0236369	6-26(52-54)	Pink	7		axenic	14-APR-05	replaced HR58 in HL5 from 4/2/04 from HL5 (blue)	
DBS0236369	4-19(52-54)	Blue	9		axenic	27-AUG-18	in eLabInv	
DBS0236369	4-19(61)	Yellow	3		cells	29-AUG-18	in eLabInv	
DBS0236641	1-5(20)	Red	3		cells plus spores	19-JUN-03	Stored in HL5 w/ 10% DMSO. Consolidated from 10 to 4 vials on 7/21/06.	
DBS0236694	2-10(20)	Green	3		cells	05-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.  was originally stored 6/16/03 (by ah; yellow vials), but had low viability and was replaced.	(none left in Tank A)
DBS0236639	2-9(14)	Green	3		spores	10-NOV-03	Consolidated from 10 to 4 vials on 12/24/07.	
DBS0236265	2-10(58)	Pink	3		cells	27-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	
DBS0236408	2-9(12)	Pink	3		spores	10-NOV-03	Consolidated from 10 to 4 vials on 12/24/07.	
DBS0236148	2-7(23)	Yellow	3		spores	13-OCT-03	Consolidate on 11/20/06 from 10 vials to 4 vials (1 vial in orange tank).	
DBS0235893	2-8(1)	Pink	3		spores	26-APR-04	D.v-f  First batch stored as cells (10/16/2003): 0 viability; second batch from 11/19/2003 9yellow vials) was contaminated (molds); final batch stored as spores plus cells.	Vials labeled D. v-f. Consolidated from 10 to 4 vials on 12/24/07.
DBS0236276	2-8(8)	Green	3		spores	21-OCT-03	Vials labeled HM18-silica. Consolidated from 10 to 4 vials on 12/24/07.	
DBS0236276	2-9(16)	Yellow	3		spores	10-NOV-03	Vials labeled HM18-can2. Consolidated from 10 to 4 vials on 12/24/07.	
DBS0236962	1-3(44)	Green	3		spores	18-OCT-04	109-mix	
DBS0236962	4-20(43-45)	Pink	8		axenic	03-NOV-04	Labeled as TADI	
DBS0236962	5-23(74)	Yellow	3		spores	20-JAN-05	Labeled TADI-2. Recovered from silicagel (#109-mix 3-31-91) on 12/22/04.	
DBS0237060	4-18(33)	Yellow	3		spores	28-JUN-04	first batch of spores stored 4/19/2004 was contaminated and replaced	Consolidated from 10 to 4 vials on 3/21/2008.
DBS0235972	1-1(81)	Yellow	3		spores	21-OCT-03	Consolidate on 12/29/05 from 10 to 4 vials.	
DBS0235562	3-12(1)	Blue	1		cells	20-JUN-17		
DBS0236138	1-5(23)	Red	3		cells	26-JUN-03	HC347  consolidated from 10 vials to 4 on 5/1/08.	axenic version of synag7 (originally N7),which is derived from NC-4 by mutagenesis with NTG.
DBS0236638	1-4(6)	Yellow	3		spores	27-MAY-03	Stored as B. yellow (spores plus cells).Consolidated on 9/12/06 from 10 to 4 vials (1 vial to orange tank).	
DBS0236670	1-5(12)	Pink	3		spores	30-JUN-03	Spores plus cells. Consolidated from 10 to 4 vials on 7/21/06.	
DBS0236391	1-4(15)	Pink	3		spores	02-JUN-03	Stored as HU? (spores plus cells). Consolidated on 9/12/06 from 10 to 4 vials (1 vial to orange tank).	orange straw
DBS0235761	3-12(6)	Blue	2		spores	10-FEB-04	Consolidated from 10 vials to 4 vials on 3/19/2008.  NC4(WL) in 5% DMSO	
DBS0236683	6-26(24)	Blue	3		cells	05-APR-05	We were sent this strain again so it was stored as a second inventory (see strain info).  JF stored it as cells w/o realizing it sporulates.	Consolidated from 10 to 4 vials on 4/9/08.
DBS0236683	1-5(21)	Blue	3		spores	07-JUL-03	Consolidated from 10 to 4 vials on 7/21/06.	
DBS0236677	1-5(39)	Green	3		spores	08-JUL-03	Spores plus cells. Consolidated from 10 to 4 vials on 7/21/06. moved from 1-5(30) to 1-5(39)	
DBS0236643	1-4(23)	Pink	3		spores	08-JUL-03	Spores plus cells. Consolidated on 9/12/06 from 10 to 4 vials (1 vial to orange tank).	
DBS0235700	3-12(29)	Red	3		spores	16-MAR-04	DH1 MC  relocated from box 13 to 12 3/19/2008.	
DBS0235700	3-13(4-6)	Blue	8		axenic	06-MAR-04	DH1 MC  Relocated 3/19/08.	
DBS0237044	5-25(40-42)	Pink	7		axenic	14-MAR-05	Old vials labeled N2OP (blue).  Restored due to contamination.	
DBS0236428	6-30(74)	Green	3		spores	06-DEC-05	Old yellow vials labeled 3/15/2004 but stored on 3/8/04 by SM. Discard.	What was previously called IR1 was an unknown bisexual strain.  Restored from fresh stock from Herb Ennis.
DBS0236428	2-36(16-18)	Yellow	7		axe	17-MAY-06		very slow growth
DBS0236184	1-3(46)	Green	2		spores	20-MAY-03	HG1738  Who made the mass plates? Consolidated on 9/12/06 from 10 to 4 vials.	Should have been SM+G418 plates!
DBS0236184	1-5(70-72)	Green	3		axenic	27-APR-07	replenish HG1738:  3 pink vials stored on 1/10/05 were put in freezer 3-1(67-69).	
DBS0236188	5-23(67)	Green	2		spores	07-JAN-05	HG1767  This is a restore as first spore storage lost GFP.	
DBS0236188	2-36(49-51)	Yellow	6		axe	30-APR-07	3 yellow vials (HG1767) stored on 1/10/05 were put in freezer on 3/27/08.	
DBS0236362	3-13(13-15)	Yellow	8		axenic	24-MAR-04	Relocated 3/19/08.	
DBS0236362	3-12(20)	Yellow	3		spores	02-MAR-04	Consolidated from 10 vials to 4 vials on 3/19/2008.	
DBS0236229	3-12(22)	Yellow	3		spores	02-MAR-04	Consolidated from 10 vials to 4 vials on 3/19/2008.	
DBS0236254	2-7(14)	Red	3		spores	03-OCT-03	Consolidated on 11/20/06 from 10 to 4 vials (1 vial to orange tank).	
DBS0235814	1-3(19)	Pink	3		spores	06-MAY-03	D.gig#39  Originally 10 vials stored at boxes 3(19-21); consolidated on 11/2/05.	stored in silicagel since 4/10/1984
DBS0235859	1-3(20)	Yellow	3		spores	06-MAY-03	D.purp.  Originally 10 vials stored at boxes 3(22-24); consolidated on 11/2/05.	stored in silicagel
DBS0235859	5-55(17)	Blue	3		cells	08-APR-21		
DBS0236528	6-31(48-49)	Blue	4		axenic	27-APR-16	2 in Tank B, 1 in Tank A & C	
DBS0236528	3-13(28-30)	Blue	9		cells	08-JUL-16		
DBS0235537	3-12(36)	Green	3		spores	31-MAR-04	AX2-N2gfp  Relocated from box 13 to 12 on 3/19/08.	reclone periodically to maintain brightly-expressing cells; clone #11
DBS0235537	3-13(10-12)	Pink	3		axenic	06-MAR-04	Relocated 3/19/08.	reclone periodically to maintain brightly-expressing cells; clone #11
DBS0235548	3-12(34)	Yellow	3		spores	31-MAR-04	AX3-N2gfp  Relocated from box 13 to 12 on 3/19/08.	reclone periodically to maintain brightly-expressing cells; N2-GFP-7-1 (12/98)
DBS0235548	5-21(76-78)	Red	7		axenic	06-DEC-04	AX3-VatM-gfp restored from green vials due to contamination.	reclone periodically to maintain brightly-expressing cells; N2-GFP-7-1 (12/98)
DBS0236486	2-10(49)	Green	3		spores	19-APR-04	KAX-3 JH	
DBS0236486	3-14(31-33)	Red	6		axenic	05-APR-04	KAX-3 JH	
DBS0235564	3-13(34-36)	Green	4		axenic	01-JUN-07	3 yellow vials stored 3/29/04 from C tank put into OT(rack2 boxc 78-80)  Relocated 3/19/08.	neoR
DBS0235564	5-55(26)	Blue	3		cells	22-JUL-21		
DBS0235565	5-24(76-78)	Red	9		axenic	29-MAY-07	replenish the pink vials.3from C tank moved to OT((rack2-boxC 75-77))	neoR
DBS0235565	5-55(75)	Pink	3		cells	04-OCT-21		
DBS0235627	3-13(22-24)	Red	5		axenic	29-MAR-04	Relocated 3/19/08.	
DBS0235629	3-13(25-27)	Blue	7		axenic	29-MAR-04	Relocated 3/19/08.	
DBS0235630	3-13(19-21)	Pink	6		axenic	29-MAR-04	Relocated 3/19/08.	
DBS0235984	3-15(11)	Yellow	3		cells	15-NOV-17	Galpha4+JH10  Chimeric fruiting bodies; select for Galpha4- by growth in HL5.	Does not store well in DMSO; store chimeric with 3-fold excess JH10; JH417 was made exactly like JH142
DBS0235984	3-14(10-12)	Blue	6		axenic	27-MAR-06	Restored. Restored 2nd time 8/6/06 (LN 9/11/06) 6 blue vials.	2 Blue vials moved to OT Rack2 BoxC 73-74.
DBS0235984	2-36(67-69)	Red	3		axenic	02-OCT-19	one tube in each tank	
DBS0236451	3-14(54)	Red	3		spores	26-APR-04	Galpha5-	
DBS0236451	3-14(7-9)	Blue	5		axenic	02-APR-04	Galpha5-	
DBS0236446	3-12(35)	Red	3		spores	06-APR-04	JH10(JH)  Relocated from box 13 to 12 on 3/19/08.	
DBS0236446	3-14(28-30)	Yellow	7		axenic	05-APR-04	JH10 JH	
DBS0235455	3-15(1)	Red	3		cells	15-APR-04	Consolidated on 11/29/07 from 10 to 4 vials.	green straw
DBS0236376	4-20(79-81)	Blue	9		axenic	17-NOV-04	Restored from HR9 green because of contamination.	
DBS0236691	2-10(23)	Green	3		cells	08-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	blue straw
DBS0236692	2-10(17)	Green	3		cells	05-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	purple straw
DBS0236616	2-10(19)	Red	3		cells	05-DEC-03	Consolidated from 10 to 4 vials on 3/18/08. originally stored at 8/28/03; discard old yellow vials at 2/23/04	pink straw
DBS0235520	2-7(7)	Blue	3		spores	15-AUG-03	AX2 (m.c.)  Consolidated on 11/20/06 from 10 to 4 vials (1 vial to orange tank).	
DBS0235520	6-28(16-18)	Red	8		axenic	09-JUN-05	AX2#170	
DBS0235520	3-42(2-6)	Red	5		axenic	21-APR-19		
DBS0236134	2-10(56)	Green	2		cells	31-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	pink straw
DBS0236139	2-10(57)	Red	3		cells	28-JAN-04	Consolidated from 10 to 4 vials on 3/18/08.  replaced 10 green vials (stored 12/27/03 by jf) which had low viability	orange straw
DBS0236665	2-10(42)	Red	3		cells	25-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	green straw
DBS0236664	2-10(54)	Green	3		cells	31-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	blue straw
DBS0236676	2-10(45)	Red	3		cells	29-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	orange straw
DBS0236658	2-10(39)	Blue	3		cells	24-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	blue straw
DBS0236356	2-10(13)	Pink	3		spores	05-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	Was not stored from G418 plates.
DBS0236671	2-10(44)	Yellow	3		cells	25-FEB-04	Consolidated from 10 to 4 vials on 3/18/08.  First 2 batches (pink from 12/29/03 and green from 1/28/04) had very poor viability.	purple straw
DBS0236294	2-10(51)	Red	3		cells	31-DEC-03		pink straw
DBS0235529	3-15(25)	Pink	3		spores	20-APR-04	AX2 (PCN)  Consolidated on 11/7/05 from 10 vials at 15(28-30) to 4 vials.	yellow straw
DBS0235529	4-19(40-42)	Pink	3		axenic	27-SEP-04	AX2(PCN)	Made axenic from stored spores of this strain on 9/17/2004.  stored at 1x10^7
DBS0237059	3-12(2)	Pink	3		spores	04-FEB-04	Consolidated from 10 vials to 4 vials on 3/19/2008.  10 blue vials from 12/29/03 were contaminated and discarded	purple straw
DBS0237073	2-10(60)	Pink	3		cells	05-JAN-04	Consolidated from 10 to 4 vials on 3/18/08.	grey straw  xp210 on cap
DBS0237070	2-10(53)	Yellow	3		cells	14-APR-04	Consolidated from 10 to 4 vials on 3/18/08.  originally stored 12/31/2003 (yellow) but was contaminated	grey straw
DBS0237077	2-10(62)	Pink	3		cells	08-JAN-04	Consolidated from 10 to 4 vials on 3/18/08.	blue straw
DBS0237078	2-10(47)	Red	3		cells	29-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	yellow straw
DBS0237080	2-10(43)	Green	3		cells	29-DEC-03	Consolidated from 10 to 4 vials on 3/18/08.	green straw
DBS0237081	2-10(31)	Blue	3		cells	04-MAR-04	Consolidated from 10 to 4 vials on 3/18/08.  batch of red vials from 12/19/03 replaced because of contamination	green straw
DBS0236321	5-22(2)	Pink	3		spores	08-DEC-04	green vials (stored 7/4/2004 by jf) were contaminated with yellow contaminant and replaced	Consolidated 7/5/06 (from 10 vials to 4 vials).
DBS0236301	3-12(4)	Blue	3		spores	02-FEB-04	very slow grower.  Consolidated from 10 vials to 4 vials on 3/19/2008.	
DBS0236661	3-15(65)	Pink	3		cells	08-APR-04	Consolidated from 10 to 4 vials on 3/25/2008.	
DBS0237072	3-15(74)	Red	3		cells	16-APR-04	Consolidated from 10 to 4 vials on 3/25/2008.	purple straw
DBS0236400	2-6(73)	Red	3		spores	08-JUL-05		
DBS0236636	3-15(7)	Blue	3		cells	21-APR-04	Consolidated on 11/29/07 from 10 to 4 vials.	yellow straw
DBS0236644	1-5(5)	Yellow	3		cells	19-JUN-03	consolidated from 10 vials to 4 on 5/1/08.	
DBS0236354	3-14(19-21)	Green	8		axenic	05-APR-04	11/15/04 stored by S.M. (axenic, blue, 5-21(7-9)). 12/6/04 OK. Replaced	
DBS0236355	3-13(52-54)	Pink	9		axenic	02-APR-04	Relocated 3/19/08.	
DBS0236329	3-13(40-42)	Red	9		axenic	02-APR-04	Relocated 3/19/08.	
DBS0236484	3-15(6)	Pink	3		spores	19-APR-04	K-P  Consolidated on 11/29/07 from 10 to 4 vials.	
DBS0236280	2-7(18)	Yellow	3		spores	13-NOV-03	HM2 (RRK)  First batch from 10/6/03 (blue vials) contaminated and replaced. Consolidated on 11/20/06 from 10 to 4 vials (1 vial to orange tank).	
DBS0236287	2-8(7)	Pink	2		spores	18-NOV-03	First stored as cells (green vials-10/17/2003); had pink contamination and was replaced by spores	Consolidated from 10 to 4 vials on 12/24/07.
DBS0236300	2-8(14)	Green	3		cells	23-OCT-03	Consolidated from 10 to 4 vials on 12/24/07.	
