DBS0236464	abolished aggregation	on non-nutrient agar	developmental time course	1849108	
DBS0236464	decreased oscillatory cAMP signaling			7949426	The half-maximal response of carA-requires a 10-to100-fold higher concentration of cAMP than that in wild-type
DBS0236464	decreased cGMP-mediated signaling			7949426	30% that of wild type
DBS0236464	abolished protein localization to nucleus			9670017	abolished localization of STATa to the nucleus in response to cAMP
DBS0236464	abolished protein tyrosine phosphorylation			9670017	abolished phosphorylation of STATa
DBS0236464	aberrant regulation of GTPase activity			28302905	carA- cells fail to respond to a cAMP stimulus by increasing Rap1 and RasG activity as in wt; rescued by cAR1 expression
DBS0236464	aberrant regulation of protein kinase activity			28302905	in carA- cells, cAMP stimulation produces minimal TORC2 activation compared with wt cells; rescued by cAR1 expression
DBS0236464	abolished chemotaxis to cAMP			28541182	
DBS0236464	aberrant phagocytosis			29799847	in carA- cells, cAMP-coated beads failed to induce phagocytic cup formation compared with wt cells in which cAMP-coated cells induce phagocytic cup formation
DBS0236767	aberrant activation of adenylate cyclase activity			9389653	[strain ID: 158, parent: DH1]
DBS0237017	decreased cell motility			11157987	This results in the formation of small plaques on bacteria [strain ID: 160, parent: AX3]. Rescued by overexpression of mekA [strain #1975, parent: torA-]
DBS0237017	delayed aggregation			11157987	[strain ID: 160, parent: AX3]; rescued by overexpression of mekA [strain #1975, parent: torA-]
DBS0237017	decreased chemotaxis rate			11157987	[strain ID: 160, parent: AX3]; rescued by overexpression of mekA [strain #1975, parent: torA-]
DBS0237017	decreased growth rate			11157987	On bacteria [strain ID: 160, parent: AX3]; rescued by overexpression of mekA [strain #1975, parent: torA-]
DBS0235560	wild type			8702473	rescue of dagA null cell aggregation-deficient phenotype
DBS0236575	decreased response to cAMP			15715993	
DBS0236575	decreased cGMP-mediated signaling			15715993	
DBS0236575	abolished activation of GTPase activity		biochemical assay	21103944	target gene/protein: rapA
DBS0236575	decreased protein kinase activation			12802064	in gpaB- cells, reduced activation of PI3K compared to wt
DBS0236575	abolished chemotaxis to cAMP			28541182	
DBS0236575	abolished aggregation			29352733	rescued by GpaB expression
DBS0236575	aberrant phagocytosis			29799847	in gpaB- cells, cAMP-coated beads failed to induce phagocytic cup formation compared with wt cells in which cAMP-coated cells induce phagocytic cup formation
DBS0235407	delayed development	on non-nutrient agar	developmental time course	1849108	
DBS0237018	abolished vegetative growth	in suspension		11157987	overexpression of torA leads to surface-dependent growth  [strain IDs: 164, 1974, parent: AX3]
DBS0235945	decreased activation of adenylate cyclase activity			12142016	rescued by cAR1 expression
DBS0235945	decreased gene expression			12142016	in egeA- cells at 5 hrs. of development, reduced expression of carA mRNA, reduced GP80 protein levels
DBS0235945	abolished aggregation			12142016	in both non-nutrient agar and on bacterial plaques, egeA- cells fail to aggregate and do not enter development
DBS0235609	aberrant intracellular distribution of mitochondria		dark field microscopy	9207087	mitochondria cluster in mutant cells
DBS0235609	aberrant cytokinesis		nuclei count	9207087	
DBS0235609	decreased mitochondrial fission		confocal microscopy	22980139	mitochondrial fission events are significantly decreased but balanced with also decreased fusion events
DBS0235609	decreased mitochondrial fusion		confocal microscopy	22980139	mitochondrial fusion events are significantly decreased but balanced with also decreased fission events
DBS0235609	aberrant mitochondrion organization		electron microscopy	12952081	in cluA- cells, mitochondria are clustered and often connected to neighboring mitochondria through membraneous extensions
DBS0235609	aberrant mitochondrion organization		confocal microscopy	27047941	in cluA- cells treated with either latrunculin or nocodazole, greater prevalence of loose mitochodrial clusters; that is, a partial rescue of aberrant mitochondrial distribution phenotype
DBS0236142	abolished vegetative growth	in acidic medium	growth curve	9421912	unable to grow and divide at pH5, eventual death
DBS0236142	abolished vegetative growth	on bacterial plate	growth curve	9421912	no growth on SM plates with Klebsiella
DBS0236290	abolished culmination		SDF assay	10331990	SDF-1 and SDF-2 production is strongly diminished
DBS0236290	development arrests at slug stage			10331990	rescued by overexpression of pkaC
DBS0236290	decreased prespore gene expression			10331990	prespore genes (spiA, cotA, cotB)
DBS0236290	decreased gene expression			27125566	in mybC- cells, decreased expression of ecmF, cudA, ecmH, st15, expL3, aslA and expL7
DBS0236530	abolished aggregation			8099335	[strain ID: 234, parent: JH10]
DBS0236530	increased resistance to N-Phenylthiourea			24006265	in gpbA- exposed to 3 mM phenylthiourea, no loss of cell displacement, protrusions or cell motility compared with wt cells
DBS0236530	aberrant taxis			31221628	in gpbA- cells, defective electrotaxis; gpbA- null cells did not show an increase in trajectory speed following exposure to an electric field as did wt cells
DBS0236867	aberrant aggregation			1317167	activated RasG cells starved and expressed in submerged conditions either formed small streamless aggregates or did not aggregate
DBS0235559	abolished positive regulation of chemorepellant activity			30462573	dagA- cells do not chemorepulse from a source of AprA as do wt cells
DBS0236456	aberrant calcium-mediated signaling			9355757	decreased cAMP-induced Ca2+ influx
DBS0236962	delayed aggregation			7851634	in strains over expressing pdiA from the aggregation pde promotor,
DBS0235972	precocious development			6631405	[strain IDs: 26, 226, 378, 608]
DBS0235972	decreased mound size			6631405	[strain IDs: 26, 226, 378, 608]
DBS0235972	aberrant fruiting body morphogenesis			6631405	Fruiting bodies were pyramidal structures with short malformed stalks at the apex and large mound-like bases made of spores [strain IDs: 26, 226, 378, 608]
DBS0235972	precocious aggregation			6631405	Aggregation began 4-6 h after starvation (compared to 8-10 h for parental cells) [strain IDs: 26, 226, 378, 608]
DBS0235972	precocious gene expression			6631405	carA, acaA, pdsA, pdiA and discoidin 1 were expressed earlier and at higher level [strain IDs: 26, 226, 378, 608]
DBS0235562	abolished aggregation			1348970	rescued by constitutive expression of ACA
DBS0235562	decreased adenylate cyclase activity			1348970	
DBS0235562	abolished establishment of cell polarity		micropipette chemotaxis assay	12600317	
DBS0235562	abolished stream development		micropipette chemotaxis assay	12600317	mutant cells can go up a cAMP gradient but do not stream
DBS0235562	decreased gene expression		quantitative real time PCR (qRT-PCR)	23473502	in acaA- cells, significantly reduced level of pdsA expression compared with wt
DBS0235562	decreased cAMP level		intracellular measurement	20670432	in acaA- cells, decreased levels of cAMP in response to oxidative stress compared with wt cells.
DBS0235562	abolished gene expression			8224844	in acaA- cells, abolished expression of csaA and pspA genes; expression of both genes is restored by cAMP stimulation
DBS0235562	increased cellular thermotolerance			12134067	
DBS0236391	precocious development			6631405	
DBS0236391	aberrant fruiting body morphogenesis			6631405	
DBS0236391	aberrant spore morphology			14680693	
DBS0236391	decreased actin phosphorylation			14680693	
DBS0236391	decreased cAMP level		intracellular measurement	6298035	
DBS0236391	precocious sporulation			14680693	
DBS0236391	decreased sporulation			14680693	rescued by hypertonic conditions at 16 hrs of development
DBS0237044	wild type			11956322	rescues the VatMpr mutant phenotypes
DBS0235627	increased growth rate			14732403	
DBS0235627	increased mound size			14732403	
DBS0235627	decreased cell migration to prestalk region			14732403	crlA- GFP labeled cells preferentially sort to prespore region in chimera
DBS0235627	delayed development of tipped mound			14732403	
DBS0235627	decreased spore germination	after detergent treatment	plaque count	21602484	
DBS0235627	abolished polyketide metabolic process			21602484	no MPBD response
DBS0235627	decreased spore cell differentiation		SDF-1 measurement	21602484	no SDF-1 is produced
DBS0235629	wild type			14732403	[strainID: 352, parent: AX3]
DBS0235630	wild type			14732403	[strainID: 353, parent: AX3]
DBS0235984	aberrant fruiting body morphogenesis			1730409	
DBS0235984	decreased gene expression			1730409	
DBS0235984	decreased sporulation			1730409	
DBS0235984	decreased chemotaxis to folate			18028904	
DBS0235984	decreased cGMP biosynthesis			18028904	in response to folate
DBS0235984	decreased spore cell differentiation		SDF-2 measurement	19176583	no SDF-2  in sori; rescued by chimera development with grlE-, gpaG-, and acbA-; not rescued in synergy with grlA- and gadA-
DBS0235984	decreased protein kinase activation			19765570	target gene/protein: ERK2
DBS0235984	decreased protein kinase activation			9295311	in gpaD- nulls stimulated with folate, decreased activation of Erk2
DBS0235984	decreased chemotaxis to folate			28541182	in gpaD- cells, significantly reduced chemotaxis to folate
DBS0235984	aberrant macropinocytosis			29440238	in gpaD- cells grown in axenic medium and stimulated with folate, no inhibition of macropinocytosis compared with inhibition in wt cells
DBS0235984	abolished protein phosphorylation	during folate stimulation		30612939	in gpaD- cells, abolished phosphorylation at p[S/T]PR motif of  core set of proteins involved in chemotaxis
DBS0236451	delayed development of tipped mound			8620848	rescued by GpaE expression (PMID:20019085)
DBS0236451	delayed prestalk gene expression			8620848	Expression of ecmA, ecmB is delayed
DBS0236451	decreased cell migration to prestalk region			25451080	
DBS0236451	increased vegetative cell size			20019085	rescued by GpaE expression
DBS0236451	increased chemotaxis to folate			20019085	rescued by GpaE expression
DBS0236451	delayed prespore gene expression			8620848	Expression of cotC is delayed
DBS0236546	abolished bleb assembly			16624291	when bleb formation is induced by cAMP
DBS0236546	aberrant cellular response to fluid shear stress			31964823	mhcA- cells fail to bleb in response to mechanical stress compared to wt cells which do form blebs
DBS0236294	abolished DIF-1 biosynthesis			6861203	
DBS0236294	decreased stalk cell differentiation			6861203	
DBS0235529	aberrant spore morphology			15507488	small, irregular spores in RNAi experiments [strainID: 278, parent: MB35]
DBS0235529	aberrant cellular response to stress			15507488	spores have lower tolerance to heat shock; spores from fruiting bodies that develop late are resistant to heat and detergent [strainID: 278, parent: MB35]
DBS0236484	aberrant fruiting body morphogenesis			1330484	
DBS0236484	decreased cAMP level		intracellular measurement	1330484	
DBS0236484	precocious development			1330484	
DBS0236484	increased gene expression		quantitative real time PCR (qRT-PCR)	25448698	in pkaC OE cells, increased expression levels of abcC13 and abcG21
DBS0236484	precocious prespore gene expression			1330484	cotB is expressed 12 hours earlier than in wt cells
DBS0236484	precocious gene expression			12204259	in pkaC OE cells, srfA and spiA genes are expressed earlier than in wt cells
DBS0236484	decreased spore cell differentiation		SDF-2 measurement	9473320	produces no SDF-2
DBS0236292	decreased stalk cell differentiation			6861203	
DBS0236292	aberrant DIF-1 biosynthesis			6861203	DIF accumulated in vegetative cells rather than in developing cells.
DBS0236293	decreased stalk cell differentiation			6861203	
DBS0236293	abolished DIF-1 biosynthesis			6861203	
DBS0236295	decreased stalk cell differentiation			6861203	
DBS0236295	abolished DIF-1 biosynthesis			6861203	
DBS0236289	aberrant fruiting body morphogenesis			7813009	abnormally high number of stalk cells, hardly any spore cells [strain ID: 184, parent: DH1]Milder developmental defect in different parent strain (AX2, DBS0236114)
DBS0236289	increased prestalk cell differentiation			7813009	increase in pstB cells at the expense of psA expression
DBS0236289	decreased prespore cell differentiation			7813009	
DBS0236289	decreased sporulation			7813009	
DBS0236289	precocious aggregation			7813009	
DBS0236289	aberrant mitotic spindle elongation			23787121	in gskA- cells, progression of spindle formation is retarded; spindle elongation and the transition from prometaphase to metaphase was frequently impaired
DBS0236296	aberrant fruiting body morphogenesis			9601648	[strain IDs: 186, 2026, parent: DH1]
DBS0236296	delayed development			9601648	[strain IDs: 186, 2026, parent: DH1]
DBS0236296	decreased gene expression			9601648	Expression of developmental genes (cprB, ecmA, ecmB, pspA) is decreased [strain IDs: 186, 2026, parent: DH1]
DBS0236256	delayed development			9601648	
DBS0236256	decreased gene expression			9601648	Expression of developmental genes (cprB, ecmA, ecmB, pspA) is decreased
DBS0236256	aberrant fruiting body morphogenesis			9601648	
DBS0236288	decreased lateral pseudopodium retraction			15752425	[strain ID: 188, parent: AX2]
DBS0236257	increased cAMP level		intracellular measurement	9812977	
DBS0236257	decreased macropinocytosis			29440238	in regA- cells, decreased macropinocytosis compared with wt cells
DBS0236257	aberrant oscillatory cAMP signaling	during aggregation		31044164	in regA- cells, smaller amplitude and shorter period of cAMP oscillations compared with wt
DBS0236261	decreased actin filament polymerization at leading edge			12183371	
DBS0236261	abolished cell motility			12183371	Cells stop moving when transfered to the restrictive temperature
DBS0236261	decreased phagocytosis			12183371	&nbsp;
DBS0236261	decreased rate of endocytosis			12183371	As measured by cell surface uptake of FMI-43
DBS0236262	increased phagocytosis			12183371	
DBS0236262	abolished cell motility			12183371	Cells stop moving when transfered to the restrictive temperature
DBS0236262	decreased rate of endocytosis			12183371	As measured by cell surface uptake of FMI-43
DBS0236262	decreased actin filament polymerization at leading edge			12183371	
DBS0236262	decreased rate of endocytosis			17606987	
DBS0236262	decreased cell motility			17606987	
DBS0236262	aberrant hypotonic response			26048010	NSF null cells swelled significantly during hypotonic stress and displayed impaired ATP secretion compared with wt
DBS0236260	precocious aggregation	in the presence of calcium	developmental time course	15760480	
DBS0236260	delayed aggregation	in the presence of EGTA	developmental time course	15760480	
DBS0236260	increased chemotaxis to arachidonic acid	in the presence of EGTA	micropipette chemotaxis assay	18202452	EGTA reduced chemotaxis by 25% in comparison to wild type, where it is reduced by 58%
DBS0236260	aberrant calcium-mediated signaling			10970875	abolished cAMP-induced Ca2+ influx
DBS0236260	aberrant chemotaxis			22375061	in iplA- cells, impaired chemotaxis to calcium gradient; normal chemotaxis to cAMP compared with wt; rescued by IplA expression
DBS0236260	aberrant cell motility			22375061	iplA- cells in absence of cAMP and exposed to increased calcium concentration did not show increases in velocity parameters as did wt cells; rescued by IplA expression
DBS0236260	abolished positive regulation of chemorepellant activity			30462573	iplA null mutant cells do not chemorepulse in the presence of AprA, in comparison to wild type
DBS0236260	increased bleb assembly			26317626	iplA- cells extended blebs more frequently than wt
DBS0236259	abolished DIF-1 biosynthesis			11163223	
DBS0236259	abolished prestalk O cell differentiation			11163223	Rescued by the addition of exogenous DIF-1
DBS0236259	aberrant fruiting body morphogenesis			11163223	Slugs often break up; rescued by the addition of exogenous DIF-1.
DBS0236259	decreased standing slug width			11163223	
DBS0236259	delayed development			11163223	development is delayed by ~ 2 h
DBS0236259	decreased prestalk cell differentiation			18402932	Produces about 65% of the stalk cells compared to parent
DBS0236259	delayed development of tipped mound			18402932	Tip formation in mound delayed by ~ 2h; not rescued by addition of DIF-1; but rescued in dmtA-/stlB double null
DBS0236259	decreased outer basal disc size			18402932	
DBS0236259	decreased prestalk O cell differentiation			18402932	This result differs from the previous paper (PMID 11163223) but the zone stained is very small
DBS0236259	decreased lower cup size			18402932	
DBS0236259	wild type		real time PCR	20080085	in dmtA- cells, expression of the DIF-inducible gene rtaA is approx. the same as that of wt cells
DBS0236259	decreased prestalk gene expression			28057864	in dmtA- cells, a higher concentration of c-di-GMP is required to induce transcription of stalk genes: staC, abcG18 compared with wt
DBS0236259	aberrant vacuole organization		fruiting body development	28055008	DIF-1 is necessary for vacuolization in developmental death  (stalk)
DBS0236390	precocious development			1312226	Strain HTY217 (rdeC mutant) has a point mutation in pkaR that results in lack of inhibition of pkaC and results in rapid development. Rescued by overexpression of pkaR in HTY217
DBS0236390	abolished protein kinase activation			8670837	absence of Erk2 activation compared with activation in wt cells
DBS0305825	increased lateral pseudopodium formation		motility assay	20071332	while over 80% wild type cells have one pseudopod, all mutant cells have 2 or 3 pseudopods
DBS0305825	increased cell-substrate adhesion		attachment to plastic	20071332	approximately 2x stronger adhesion than wt
DBS0305825	aberrant phagocytosis		uptake of yeast particles	20071332	2-fold of yeast particles;  mostly due to more cells taking up yeast than in a wt population; also increased uptake of L. pneumophila; rather decrease in uptake of latex beads
DBS0305825	decreased growth rate	in suspension	growth curve	20071332	growth 85% that of wt, but also only reaches a factor 10 less in final density
DBS0236531	aberrant extracellular cAMP signaling pathway			14517243	
DBS0236531	decreased cGMP-mediated signaling			14517243	
DBS0236531	aberrant protein localization			14517243	gpbA null cells have aberrant localization of Ggamma (gpgA)
DBS0236531	decreased chemotaxis to cAMP			7790362	
DBS0236531	decreased chemotaxis to folate			7790362	
DBS0236531	decreased protein localization to plasma membrane			17635933	In the gbpA mutant,  CRAC (dagA) localization to the plasma membrane is decreased
DBS0236531	decreased positive regulation of GTPase activity			17635933	decreased regulation of Ras activity
DBS0236531	decreased engulfment during phagocytosis			9647646	in gpbA- cells, between 40-80% decrease in formation of both phagocytic cup and phagosome
DBS0236531	abolished actin filament polymerization			9647646	
DBS0236531	increased growth rate	in suspension		19635129	also on bacterial plates; growth also not inhibited by rAprA, as it is in wt
DBS0236531	increased cell death	at high cell density	growth curve	19635129	when cells reach stationary phase they die of faster than wt
DBS0236531	decreased protein kinase activation			9295311	in gpbA- nulls stimulated with folate, decreased activation of Erk2
DBS0236531	decreased protein kinase activation			12802064	in gbpA- cells, reduced activation of PI3K compared to wt
DBS0236531	aberrant cellular homeostasis			27519410	in gpbA- cells, decreased extracellular polyphosphate accumulation
DBS0236531	abolished chemotaxis to folate			28541182	
DBS0236531	aberrant phagocytosis			29799847	in gpbA- cells, decreased engulfment of lipopolysaccharide (LPS)-coated beads compared with wt cells; also a significant decrease in internalization of K. aerogenes bacteria compared with wt cells
DBS0236531	aberrant chemotaxis			29799847	in gpbA- cells, abolished chemotaxis to lipopolysaccharide (LPS) compared to wt cells which chemotax toward LPS
DBS0236531	aberrant signal transduction			29799847	in gpbA- cells stimulated with LPS, decreased Ras and PI3K signaling
DBS0236531	decreased protein kinase activation			29799847	in gpbA- cells stimulated with lipopolysaccharide, decreased ErkB activation compared with wt cells
DBS0236531	aberrant sorocarp development	during cAMP stimulation		9763454	in gpbA- cells stimulated with cAMP, essentially abolished development
DBS0236531	abolished activation of adenylate cyclase activity	during cAMP stimulation		9763454	in presence of G protein activator GTPgammaS
DBS0236527	decreased protein kinase activation			8670837	approx. 30% reduction in Erk2 response compared with wt cells
DBS0236527	aberrant calcium-mediated signaling			9355757	decreased cAMP-induced Ca2+ influx
DBS0236527	abolished aggregation			7534302	
DBS0237087	abolished aggregation	on Klebsiella aerogenes lawn		11410593	on Klebsiella aerogenes lawn
DBS0237087	decreased growth rate	on Klebsiella aerogenes lawn		11410593	on Klebsiella aerogenes lawn
DBS0237087	abolished actin filament polymerization	during folate stimulation		11410593	in yakA- cells stimulated with folic acid, essentially abolished F-actin polymerization compared to significant transient increase in wt
DBS0237087	decreased cGMP biosynthesis	during folate stimulation		11410593	in yakA- cells stimulated with folic acid, essentially abolished accumulation of intracellular cGMP compared to wt
DBS0236389	abolished aggregation			12413895	cannot aggregate at temperatures above 18 degrees [strain ID: 237, parent: AX2]
DBS0236389	decreased activation of adenylate cyclase activity			12413895	[strain ID: 237, parent: AX2]
DBS0236389	abolished activation of adenylate cyclase activity	during cAMP stimulation	biochemical assay	28049717	no GPCR-linked ACA stimulation that causes a sharp cAMP increase  compared to wild type
DBS0236389	decreased protein binding			31653780	severe decrease in binding between piaA and lst8 compared with wt
DBS0236370	decreased socially cooperative development	during chimeric early development		18272966	cheater mutant when mixed with wt AX4
DBS0236957	decreased cell-cell adhesion			2515990	
DBS0236957	decreased sporulation	on soil plate	fruiting body development	9689085	available fruiting bodies make less viable spores than wt
DBS0236957	decreased culmination	on soil plate	fruiting body development	9689085	15% that of wild type
DBS0236957	delayed aggregation	on soil plate	developmental time course	9689085	8-10 hours, depending on humidity of the soil medium
DBS0236957	increased cell-substrate adhesion	during starvation	attachment to plastic	9689085	after 5 hrs starvation, csaA- cells do not loose substrate adhesion like wt
DBS0236957	abolished protein localization to cell-cell contact zone			12421828	in csaA- cells, abolished localization of ponticulin (ponA) to the cell-cell contact zone
DBS0236444	decreased growth rate			11162086	In suspension and on bacterial plates; underexpressor, less than 5% of WT expression[strain ID: 318, parent: AX2]
DBS0236444	increased phagocytosis			11162086	Underexpressor, less than 5% of WT expression[strain ID: 318, parent: AX2]
DBS0236444	decreased fruiting body size			11162086	Underexpressor, less than 5% of WT expression[strain ID: 318, parent: AX2]
DBS0236444	increased pinocytosis			11162086	Underexpressor, less than 5% of WT expression[strain ID: 318, parent: AX2]
DBS0236444	decreased stalk width			11162086	Underexpressor, less than 5% of WT expression[strain ID: 318, parent: AX2]
DBS0236444	increased vegetative cell size			11162086	Underexpressor, less than 5% of WT expression[strain ID: 318, parent: AX2]
DBS0236444	abolished aggregation			15470262	Underexpressor, less than 5% of WT expression; defect is recued in chimeras with wild type cells [strain ID: 318, parent: AX2]. Rescued by overexpression of acaA [PubMed 16607013] and pkaC [PMID 15470262]
DBS0236444	abolished gene expression			15470262	[KD]cbfA fails to express acaA, cotB and lagC during development [strain ID: 318, parent: AX2]
DBS0236444	decreased gene expression			15470262	[KD]cbfA has reduced expression of carA, csaA and pkaC during development [strain ID: 318, parent: AX2]
DBS0236444	decreased gene expression		real time PCR	23355006	in JH.D cells, &gt; 500 genes were found by RNA-seq to be down-regulated; real-time PCR confirmed this for 5 genes, including abpF
DBS0236444	increased gene expression		real time PCR	23355006	in JH.D cells, ~450  genes were found by RNA-seq to be up-regulated; real-time PCR confirmed this for 5 genes, including cyp513F1, agnC, and DDB_G0283511
DBS0236444	aberrant cellular metabolic process			21076008	in JH.D cells, decreased levels of TRE5-A transcripts
DBS0235568	increased prespore gene expression		Northern blot	7958880	expression of cotB and pspB is increased
DBS0235568	decreased prestalk gene expression		Northern blot	7958880	expression of ecmA and ecmB is reduced
DBS0235568	aberrant fruiting body morphogenesis			7958880	
DBS0235568	decreased slug migration	on non-nutrient agar		7496377	
DBS0235568	decreased migratory slug size	on non-nutrient agar		7496377	slugs also do not leave 'slime' trail
DBS0235568	decreased stalk length	on filter	fruiting body development	7958880	
DBS0235568	aberrant slug migration	on filter		7958880	slugs also do not leave slime trail
DBS0235568	decreased prestalk cell differentiation		beta-galactosidase staining	7958880	
DBS0236783	abolished aggregation			1836954	
DBS0236783	abolished catalytic activity			1332055	in pkaC null cells, abolished cAMP-dependent protein kinase activity; rescued by PkaC expression
DBS0236783	abolished gene expression			9126295	in pkaC null cells, abolished expression of acaA, cotC
DBS0236783	decreased protein kinase activation			9020088	in pkaC null cells, lower level but more extended time of ERK2 activation
DBS0236783	abolished gene expression			7556891	in pkaC null cells, abolished pdiA expression
DBS0236783	decreased gene expression			12392578	in pkaC- cells, decreased expression of carA, carC, and dagA
DBS0236783	increased protein phosphorylation			20493808	in pkaC- cells, increase in both basal and cAMP-phosphorylation of DG1105 (ScaA)
DBS0236783	abolished chemotaxis to cAMP		micropipette chemotaxis assay	28302905	pkaC- cells are motile but fail to migrate towards the chemoattractant, extend pseudopods in random directions and display poor persistence of movement; partially rescued by cAR1 expression
DBS0236783	increased protein kinase activation			28302905	in cAMP-stimulated pkaC- cells, elevated and extended  PKBR1, PKB, and TORC2 kinase activities
DBS0236783	aberrant myosin II filament organization			28302905	in pkaC- cells, MyoII corticol localization lacks directional bias and translocates slowly to the cytosol after cAMP stimulation
DBS0236783	aberrant actin filament organization			28302905	migrating pkaC- cells exhibit small, randomly localized F-actin rich protrusions as opposed to F-actin rich pseudopods at the leading edge in wt
DBS0236783	aberrant protein localization to plasma membrane			28302905	in cAMP-stimulated pkaC- cells, reduced and delayed translocation of CRAC (dagA) to the plasma membrane
DBS0236783	decreased activation of GTPase activity			28302905	in cAMP stimulated pkaC- cells, decreased RasC activation
DBS0236783	increased activation of GTPase activity			28302905	in cAMP stimulated pkaC- cells, increased RasG and Rap1 activation
DBS0236783	aberrant protein localization to cell cortex			28302905	in cAMP stimulated pkaC- cells, aberrant translocation patterns of both RasG and Rap1
DBS0236783	decreased protein level			28302905	in pkaC- cells, decreased cAR1 protein levels
DBS0236783	aberrant response to cAMP			28302905	in cAMP-stimulated pkaC- cells, delayed and decreased ability to respond to cAMP gradient
DBS0236783	aberrant response to abiotic stimulus			29135990	greatly increased resistance to curcumin compared with wt
DBS0236783	increased cellular thermotolerance			12134067	
DBS0236783	abolished positive regulation of chemorepellant activity			30462573	pkaC- cells do not chemorepulse from a source of AprA as do wt cells
DBS0237063	decreased resistance to hydrogen peroxide			11004503	X9 is 160-fold more sensitive to H2O2
DBS0237063	abolished catalase activity			11004503	&nbsp;
DBS0236438	abolished aggregation			25309731	
DBS0235953	decreased sporulation			12796307	fbxA- cells for 100 times fewer spores than parent [strain ID: 108, parent: DH1]
DBS0237062	abolished catalase activity			11004503	&nbsp;
DBS0237062	decreased resistance to hydrogen peroxide			11004503	X9 is 160-fold more sensitive to H2O2
DBS0236145	precocious gene expression			15606490	The ecmA and cbpA messages are expressed 3 h earlier in the null mutant
DBS0236145	precocious development			15606490	Mutant develops 3-4 h faster than parent
DBS0236145	increased cAMP level		intracellular measurement	15606490	
DBS0236146	precocious gene expression			15606490	The ecmA and cbpA messages are expressed 3 h earlier in the null mutant
DBS0236146	precocious development			15606490	Mutant develops 3-4 h faster than parent
DBS0236146	increased cAMP level		intracellular measurement	15606490	
DBS0236309	abolished prespore cell division			15367206	conditioned medium from psiA null cells applied to V2M12 or to AX2 [strain ID: 539, parent: AX2]
DBS0235692	abolished stalk development			10681463	Mutant has no stalk and no basal disk - <a href="http://wiki.dictybase.org/dictywiki/index.php/DcsA">Picture of REMI mutant</a> [strain IDs: 455, 470, 581, parent: AX4]
DBS0235692	aberrant spore coat morphology			10681463	[strain IDs: 455, 470, 581, parent: AX4]
