DBS0236575	decreased cAMP-induced cAMP pulse			15715993	[strain ID: 138]
DBS0236575	decreased cAMP-induced cGMP pulse			15715993	[strain ID: 138]
DBS0236575	abolished activation of Rap GTPase activity		biochemical assay	21103944	
DBS0237018	abolished growth			11157987	In suspension: overexpression of torA leads to surface-dependent growth  [strain IDs: 164, 1974, parent: AX3]
DBS0235609	aberrant intracellular distribution of mitochondria		dark field microscopy	9207087	mitochondria cluster in mutant cells
DBS0235609	aberrant cytokinesis		nuclei count	9207087	
DBS0235609	decreased mitochondrial fission		confocal microscopy	22980139	mitochondrial fission events are significantly decreased but balanced with also decreased fusion events
DBS0235609	decreased mitochondrial fusion		confocal microscopy	22980139	mitochondrial fusion events are significantly decreased but balanced with also decreased fission events
DBS0236142	abolished growth	in acidic medium	growth curve	9421912	unable to grow and divide at pH5, eventual death
DBS0236142	abolished growth	on bacterial plate	growth curve	9421912	no growth on SM plates with Klebsiella
DBS0236290	abolished culmination			10331990	rescued by overexpression of pkaC [strain ID: 260, parent: DH1] (rescue in: AX2)
DBS0236290	decreased SDF production			10331990	[strain ID: 260, parent: DH1]
DBS0236290	decreased gene expression			10331990	prespore genes [strain ID: 260, parent: DH1]
DBS0236530	abolished aggregation			8099335	[strain ID: 234, parent: JH10]
DBS0235972	precocious development			6631405	[strain IDs: 26, 226, 378, 608]
DBS0235972	decreased aggregate size			6631405	[strain IDs: 26, 226, 378, 608]
DBS0235972	aberrant fruiting body morphology			6631405	Fruiting bodies were pyramidal structures with short malformed stalks at the apex and large mound-like bases made of spores [strain IDs: 26, 226, 378, 608]
DBS0235972	precocious aggregation			6631405	Aggregation began 4-6 h after starvation (compared to 8-10 h for parental cells) [strain IDs: 26, 226, 378, 608]
DBS0235972	precocious gene expression			6631405	carA, acaA, pdsA, pdiA and discoidin 1 were expressed earlier and at higher level [strain IDs: 26, 226, 378, 608]
DBS0235562	abolished aggregation			1348970	rescued by constitutive expression of ACA
DBS0235562	decreased adenylate cyclase activity			1348970	
DBS0235562	abolished cell polarity		micropipette chemotaxis assay	12600317	
DBS0235562	abolished streaming		micropipette chemotaxis assay	12600317	mutant cells can go up a cAMP gradient but do not stream
DBS0235562	decreased gene expression		real time PCR	23473502	in acaA- cells, significantly reduced level of pdsA expression compared with wt
DBS0235562	decreased intracellular cAMP level			20670432	in acaA- cells, decreased levels of cAMP in response to oxidative stress compared with wt cells.
DBS0236391	precocious development			6631405	[strain ID: 119, parent: XP55]
DBS0236391	aberrant fruiting body morphology			6631405	[strain ID: 119, parent: XP55]
DBS0236391	decreased spore viability			14680693	[strain ID: 119, parent: XP55]
DBS0236391	aberrant spore morphology			14680693	[strain ID: 119, parent: XP55]
DBS0236391	decreased phosphorylation of actin			14680693	[strain ID: 119, parent: XP55]
DBS0236391	increased sporulation			14680693	[strain ID: 119, parent: XP55]
DBS0237044	wild type			11956322	rescues the VatMpr mutant phenotypes
DBS0235627	increased growth rate			14732403	[strainID: 351, parent: KAX3]
DBS0235627	increased aggregate size			14732403	[strainID: 351, parent: KAX3]
DBS0235627	decreased sorting to prestalk region			14732403	crlA- GFP labeled cells preferentially sort to prespore region in chimera [strainID: 351, parent: KAX3]
DBS0235627	delayed tip formation			14732403	[strainID: 351, parent: KAX3]
DBS0235629	wild type			14732403	[strainID: 352, parent: AX3]
DBS0235630	wild type			14732403	[strainID: 353, parent: AX3]
DBS0235984	aberrant fruiting body morphology			1730409	
DBS0235984	decreased gene expression			1730409	
DBS0235984	decreased sporulation			1730409	
DBS0235984	decreased chemotaxis to folate			18028904	
DBS0235984	decreased accumulation of cGMP			18028904	in response to folate
DBS0235984	abolished SDF production		biochemical assay	19176583	no SDF-2  in sori; rescued by chimera development with grlE-, gpaG-, and acbA-; not rescued in synergy with grlA- and gadA-
DBS0236451	delayed tip formation			8620848	[strain ID: 355, parent: JH10]
DBS0236451	delayed gene expression			8620848	Expression of ecmA, ecmB and cotC is delayed [strain ID: 355, parent: JH10]
DBS0236546	abolished bleb formation			16624291	when bleb formation is induced by cAMP
DBS0236294	abolished DIF production			6861203	
DBS0236294	decreased stalk cell differentiation			6861203	
DBS0235529	aberrant spore morphology			15507488	small, irregular spores in RNAi experiments [strainID: 278, parent: MB35]
DBS0235529	aberrant response to stress			15507488	spores have lower tolerance to heat shock; spores from fruiting bodies that develop late are resistant to heat and detergent [strainID: 278, parent: MB35]
DBS0236484	aberrant fruiting body morphology			1330484	[strain ID: 370, parent: AX2]
DBS0236484	decreased intracellular cAMP level			1330484	[strain IDs: 370, 2493, parent: AX2]
DBS0236484	precocious development			1330484	[strain IDs: 370, 2493, parent: AX2]
DBS0236292	decreased stalk cell differentiation			6861203	
DBS0236292	aberrant DIF production			6861203	DIF accumulated in vegetative cells rather than in developing cells.
DBS0236293	decreased stalk cell differentiation			6861203	
DBS0236293	abolished DIF production			6861203	
DBS0236295	decreased stalk cell differentiation			6861203	
DBS0236295	abolished DIF production			6861203	
DBS0236289	aberrant fruiting body morphology			7813009	abnormally high number of stalk cells, hardly any spore cells [strain ID: 184, parent: DH1] Milder developmental defect in different parent strain (AX2, DBS0236114)
DBS0236289	increased prestalk cell differentiation			7813009	increase in pstB cells at the expense of psA expression
DBS0236289	decreased prespore cell differentiation			7813009	
DBS0236289	decreased sporulation			7813009	
DBS0236289	precocious aggregation			7813009	
DBS0236289	aberrant spindle elongation			23787121	in gskA- cells, progression of spindle formation is retarded; spindle elongation and the transition from prometaphase to metaphase was frequently impaired
DBS0236296	aberrant fruiting body morphology			9601648	[strain IDs: 186, 2026, parent: DH1]
DBS0236296	delayed development			9601648	[strain IDs: 186, 2026, parent: DH1]
DBS0236296	decreased gene expression			9601648	Expression of developmental genes   (cprB, ecmA, ecmB, pspA) is decreased [strain IDs: 186, 2026, parent: DH1]
DBS0236256	delayed development			9601648	
DBS0236256	decreased gene expression			9601648	Expression of developmental genes (cprB, ecmA, ecmB, pspA) is decreased
DBS0236256	aberrant fruiting body morphology			9601648	
DBS0236288	decreased lateral pseudopod suppression			15752425	[strain ID: 188, parent: AX2]
DBS0236261	decreased F-actin polymerization at the leading edge			12183371	
DBS0236261	abolished cell motility			12183371	Cells stop moving when transfered to the restrictive temperature
DBS0236261	decreased phagocytosis			12183371	&nbsp;
DBS0236261	decreased rate of endocytosis			12183371	As measured by cell surface uptake of FMI-43
DBS0236262	increased phagocytosis			12183371	&nbsp;
DBS0236262	abolished cell motility			12183371	Cells stop moving when transfered to the restrictive temperature
DBS0236262	decreased rate of endocytosis			12183371	As measured by cell surface uptake of FMI-43
DBS0236262	decreased F-actin polymerization at the leading edge			12183371	&nbsp;
DBS0236262	decreased rate of endocytosis			17606987	
DBS0236262	decreased cell motility			17606987	
DBS0236260	precocious aggregation	in the presence of Ca2+	developmental time course	15760480	
DBS0236260	delayed aggregation	in the presence of EGTA	developmental time course	15760480	
DBS0236260	increased chemotaxis to arachidonic acid	in the presence of EGTA	micropipette chemotaxis assay	18202452	EGTA reduced chemotaxis by 25% in comparison to wild type, where it is reduced by 58%
DBS0236260	abolished cAMP-induced Ca2+ influx			10970875	
DBS0236259	abolished DIF production			11163223	[strain ID: 193, parent: AX2]
DBS0236259	abolished prestalk 0 cell differentiation			11163223	Rescued by the addition of exogenous DIF-1 [strain ID: 193, parent: AX2]
DBS0236259	aberrant fruiting body morphology			11163223	Slugs often break up; rescued by the addition of exogenous DIF-1.
DBS0236259	thin standing slug			11163223	
DBS0236259	delayed development			11163223	development is delayed by ~ 2 h
DBS0236259	decreased prestalk cell differentiation			18402932	Produces about 65% of the stalk cells compared to parent
DBS0236259	delayed tip formation			18402932	Tip formation delayed by ~ 2h; not rescued by addition of DIF-1; but rescued in dmtA-/stlB double null
DBS0236259	decreased outer basal disc size			18402932	
DBS0236259	decreased prestalk 0 cell differentiation			18402932	This result differs from the previous paper (PMID 11163223) but the zone stained is very small
DBS0236259	decreased lower cup size			18402932	
DBS0236259	wild type		real time PCR	20080085	in dmtA- cells, expression of the DIF-inducible gene rtaA is approx. the same as that of wt cells
DBS0236390	precocious development			1312226	Strain HTY217 (rdeC mutant) has a point mutation in pkaR that results in lack of inhibition of pkaC and results in rapid development. Rescued by overexpression of pkaR in HTY217 [strain ID: 194, parent: NC2]
DBS0305825	increased lateral pseudopod formation		motility assay	20071332	while over 80% wild type cells have one pseudopod, all mutant cells have 2 or 3 pseudopods
DBS0305825	increased cell-substrate adhesion		attachment to plastic	20071332	approximately 2x stronger adhesion than wt
DBS0305825	aberrant phagocytosis		uptake of yeast particles	20071332	2-fold of yeast particles;  mostly due to more cells taking up yeast than in a wt population; also increased uptake of L. pneumophila; rather decrease in uptake of latex beads
DBS0305825	decreased growth rate	in suspension	growth curve	20071332	growth 85% that of wt, but also only reaches a factor 10 less in final density
DBS0236531	decreased cAMP-induced cAMP pulse			14517243	[strain ID: 141, parent: DH1]
DBS0236531	decreased cAMP-induced cGMP pulse			14517243	[strain ID: 141, parent: DH1]
DBS0236531	aberrant protein localization			14517243	gpbA null cells have aberrant localization of Ggamma (gpgA) [strain ID: 141, parent: DH1]
DBS0236531	decreased chemotaxis to cAMP			7790362	[strain ID: 141, parent:DH1]
DBS0236531	decreased chemotaxis to folate			7790362	[strain ID: 141, parent:DH1]
DBS0236531	decreased CRAC localization to the plasma membrane			17635933	
DBS0236531	decreased positive regulation of Ras GTPase activity			17635933	
DBS0236389	abolished aggregation			12413895	cannot aggregate at temperatures above 18 degrees [strain ID: 237, parent: AX2]
DBS0236389	decreased activation of adenylate cyclase			12413895	[strain ID: 237, parent: AX2]
DBS0236444	decreased growth rate			11162086	In suspension and on bacterial plates; underexpressor, less than 5% of WT expression [strain ID: 318, parent: AX2]
DBS0236444	increased phagocytosis			11162086	Underexpressor, less than 5% of WT expression [strain ID: 318, parent: AX2]
DBS0236444	decreased fruiting body size			11162086	Underexpressor, less than 5% of WT expression [strain ID: 318, parent: AX2]
DBS0236444	increased pinocytosis			11162086	Underexpressor, less than 5% of WT expression [strain ID: 318, parent: AX2]
DBS0236444	decreased stalk width			11162086	Underexpressor, less than 5% of WT expression [strain ID: 318, parent: AX2]
DBS0236444	increased cell size			11162086	Underexpressor, less than 5% of WT expression [strain ID: 318, parent: AX2]
DBS0236444	abolished aggregation			15470262	Underexpressor, less than 5% of WT expression; defect is recued in chimeras with wild type cells  [strain ID: 318, parent: AX2]. Rescued by overexpression of acaA [PubMed 16607013] and pkaC [PMID 15470262]
DBS0236444	abolished gene expression			15470262	[KD]cbfA fails to express acaA, cotB and lagC during development  [strain ID: 318, parent: AX2]
DBS0236444	decreased gene expression			15470262	[KD]cbfA has reduced expression of carA, csaA and pkaC during development [strain ID: 318, parent: AX2]
DBS0236444	decreased gene expression		real time PCR	23355006	in JH.D cells, &gt; 500 genes were found by RNA-seq to be down-regulated; real-time PCR confirmed this for 5 genes, including abpF
DBS0236444	increased gene expression		real time PCR	23355006	in JH.D cells, ~450  genes were found by RNA-seq to be up-regulated; real-time PCR confirmed this for 5 genes, including cyp513F1, agnC, and DDB_G0283511
DBS0235568	increased gene expression			7958880	expression of cotB is increased [strain ID: 33, parent: JH10]
DBS0235568	decreased gene expression			7958880	expression of ecmA and ecmB is reduced [strain ID: 33, parent: JH10]
DBS0235568	aberrant fruiting body morphology			7958880	[strain ID: 33, parent: JH10]
DBS0236783	abolished aggregation			1836954	[strain ID: 34, parent: JH10]
DBS0237063	increased sensitivity to H2O2 (peroxide)			11004503	X9 is 160-fold more sensitive to H2O2
DBS0237063	abolished catalase activity			11004503	&nbsp;
DBS0235953	decreased sporulation			12796307	fbxA- cells for 100 times fewer spores than parent [strain ID: 108, parent: DH1]
DBS0237062	abolished catalase activity			11004503	&nbsp;
DBS0237062	increased sensitivity to H2O2 (peroxide)			11004503	X9 is 160-fold more sensitive to H2O2
DBS0236145	precocious gene expression			15606490	The ecmA and cbpA messages are expressed 3 h earlier in the null mutant [strain IDs: 535, 536, parent : AX2]
DBS0236145	precocious development			15606490	Mutant develops 3-4 h faster than parent [strain IDs: 535, 536, parent : AX2]
DBS0236145	increased intracellular cAMP level			15606490	[strain IDs: 535, 536, parent : AX2]
DBS0236146	precocious gene expression			15606490	The ecmA and cbpA messages are expressed 3 h earlier in the null mutant [strain IDs: 535, 536, parent : AX2]
DBS0236146	precocious development			15606490	Mutant develops 3-4 h faster than parent [strain IDs: 535, 536, parent : AX2]
DBS0236146	increased intracellular cAMP level			15606490	[strain IDs: 535, 536, parent : AX2]
DBS0236309	abolished prespore cell division			15367206	conditioned medium from psiA null cells applied to V2M12 or to AX2 [strain ID: 539, parent: AX2]
DBS0235692	abolished stalk formation			10681463	Mutant has no stalk and no basal disk - <a href="http://wiki.dictybase.org/dictywiki/index.php/DcsA">Picture of REMI mutant</a> [strain IDs: 455, 470, 581, parent: AX4]
DBS0235692	aberrant spore coat morphology			10681463	[strain IDs: 455, 470, 581, parent: AX4]
DBS0235692	abolished sporulation			10681463	strains DG1099, TL127 (ref_no 7225); strains DG1128, DG1099, TL127 (ref_no 396) [strain IDs: 455, 470, 581, parent: AX4]
DBS0235692	abolished cellulose biosynthesis			10681463	[strain IDs: 455, 470, 581, parent: AX4]
DBS0235683	increased stalk length			10556070	<a href="http://wiki.dictybase.org/dictywiki/index.php/AcrA">Picture of REMI mutant</a>
DBS0235683	spores inviable			10556070	&nbsp;
DBS0235683	decreased gene expression			17267449	cotB, pspA genes
DBS0235683	decreased sporulation			17267449	&nbsp;
DBS0235689	translucent sorus			11784104	<a href="http://wiki.dictybase.org/dictywiki/index.php/AmdA">Picture of REMI mutant</a>
DBS0235689	increased prestalk A cell differentiation			11784104	Defect is cell autonomous [strain ID: 458, parent: AX4]
DBS0235689	decreased spore viability			11784104	Only 4% of spores from amdA mutants were viable [strain ID: 458, parent: AX4]
DBS0236360	aberrant fruiting body morphology			16473345	defect is cell-autonomous; dhkK(H825Q)OE/regA- and dhkK(D1125N)OE/regA- strains (PMID: 16473345); HR45 strain (PMID: 12796307), PMID: 10974109; PMID: 9435289 [strainIDs: 543, 2490,1746,1747]
DBS0236366	aberrant fruiting body morphology			12796307	fbxA-/regA- and fbxA-/dhkA- [strain IDs: 564, 565, 566, 544] double mutants have more normal fruiting body morphology than either single mutant, but the fruiting bodies still look abnormal
DBS0236366	decreased sporulation			12796307	fbxA-/regA- and fbxA-/dhkA- [strain IDs: 564, 565, 566, 544]  double mutants form more spores than fbxA or dhkA single nulls, but only between 3 and 35% of that of control
DBS0235461	development arrests at loose aggregate stage	on non-nutrient agar	developmental time course	7926779	aggregates in flux, with groups of cells splitting off and merging with other groups, some aggregates for multiple tips
DBS0235461	aberrant aggregation			14651934	Aggregates fall apart rather than culminating; defect is recued in chimeras
DBS0235461	increased aggregate size			14651934	
DBS0235461	decreased gene expression		Northern blot	7926779	rasD (very strongly reduced) and cprB (strongly reduced
DBS0235461	abolished gene expression		Northern blot	7926779	cotA, ecmA
DBS0235463	development arrests at mound stage			7744252	The developmental defect is partially supressed in tagB/mckA, tagB/regA and tagB/yelA mutants [strain ID: 466]
DBS0235463	abolished DIF production			7744252	[strain ID: 466]
DBS0235463	aberrant prestalk A cell differentiation			7744252	[strain ID: 466]
DBS0237001	aberrant spore coat morphology			7813801	Spores were stained by ricinA, indicating that the outer layer of the spore coat was more porous [strain ID: 436, parent: HL328]
DBS0236924	decreased basal F-actin level			9732292	[strain ID: 445, parent: HPS400]
DBS0236924	increased lateral pseudopod formation			9732292	[strain ID: 445, parent: HPS400]
DBS0236924	multiple tips			9732292	[strain ID: 445, parent: HPS400]
DBS0236924	decreased fruiting body size			9732292	[strain ID: 445, parent: HPS400]
DBS0236924	precocious development			9732292	On filter pads, tips are produced ~3 h earlier [strain ID: 445, parent: HPS400]
DBS0236924	decreased cell size			9732292	
DBS0235668	aberrant fruiting body morphology			9307972	[strain ID: 450, parent: AX4]
DBS0235668	abolished slug migration			9307972	[strain ID: 450, parent: AX4]
DBS0235668	decreased fruiting body size			9307972	[strain ID: 450, parent: AX4]
DBS0235670	aberrant fruiting body morphology			9397534	[strain ID: 452, parent: AX4]
DBS0236077	aberrant phototaxis			9480045	during slug migration
DBS0236077	aberrant thermotaxis			9480045	during slug migration
DBS0236168	aberrant phototaxis			9364027	slugs migrated less distance and at a 40 to 50 degree angle towards light
DBS0236951	aberrant spore morphology			9729488	[strain ID: 392, parent: AX4]
DBS0236951	aberrant spore coat morphology			9729488	[strain ID: 392, parent: AX4]
DBS0236951	decreased spore viability			9729488	[strain ID: 392, parent: AX4]
DBS0236951	decreased gene expression			9729488	The null mutant has reduced expression of spiA [strain ID: 392, parent: AX4]
DBS0236336	aberrant cellular response to nitrogen starvation		plaque count	14736886	decreasing plaque number during nitrogen starvation whereas wild type has constant numbers of plaque-forming cells
DBS0236336	decreased growth rate on bacterial plates			14736886	
DBS0236336	abolished macroautophagy	during starvation	electron microscopy	14736886	
DBS0236336	abolished sporulation			14736886	
DBS0236336	decreased growth rate in suspension			14736886	
DBS0236336	abolished stalk cell differentiation			14736886	
DBS0236336	abolished aggregation			14736886	cells do not aggregate on a bacterial lawn but form loose mounds on nitrocellulose filters
DBS0236336	increased number of autophagosomes	during starvation	electron microscopy	17031001	nascent, immature, early autophagosomes
DBS0236344	multiple tips			14736886	multi-tipped aggregates mature into small fruiting bodies with truncated stalks   [strain ID: 404, parent: DH1]
DBS0236344	decreased stalk length			14736886	[strain ID: 404, parent: DH1]
DBS0236344	decreased fruiting body size			14736886	on nitrocellulose filters; more severe effect on bacterial lawn [strain ID: 404, parent: DH1]
DBS0236344	aberrant cellular response to nitrogen starvation			14736886	[strain ID: 404, parent: DH1]
DBS0236344	aberrant macroautophagy			14736886	[strain ID: 404, parent: DH1]
DBS0236344	decreased sporulation			14736886	[strain ID: 404, parent: DH1]
DBS0236470	multiple tips			10402673	[strain ID: 491]
DBS0236470	increased aggregate size			10402673	tip mutants aggregate into larger than average mounds, which split up and form many lips on their surfaces [strain ID: 491]
DBS0236470	development arrests at mound stage			10402673	[strain ID: 491]
DBS0236920	decreased lateral pseudopod suppression			15476260	[strain ID: 326, parent : AX4]
DBS0236920	decreased chemotaxis rate			10974109	[strain ID: 326, parent : AX4]
DBS0236920	decreased cell motility			15476260	[strain ID: 326, parent : AX4]
DBS0236920	increased resistance to cisplatin			10974109	[strain ID: 326, parent : AX4]
DBS0236920	aberrant cytoskeleton organisation			11566853	[Strain ID: 326, parent : AX4]
DBS0236920	increased aggregate size			11566853	[Strain ID: 326, parent : AX4]
DBS0236920	decreased gene expression			11566853	Expression of catB and spiA is greatly reduced [Strain ID: 326, parent : AX4]
DBS0236920	abolished slug migration			11566853	[Strain ID: 326, parent : AX4]
DBS0236920	decreased sporulation			11566853	[Strain ID: 326, parent : AX4]
DBS0236920	decreased fruiting body size			10974109	[strain ID: 326, parent : AX4]
DBS0236920	increased stalk width			10974109	[strain ID: 326, parent : AX4]
DBS0235466	increased gene expression			8670894	prestalk genes [strain ID: 328, parent: HL328]
DBS0235466	mislocalized gene expression			8670894	[strain ID: 328, parent: HL328]
DBS0235466	decreased sporulation			8670894	sporulation efficiency is about 6% [strain ID: 328, parent: HL328]
DBS0235466	aberrant fruiting body morphology			8670894	rescued by expressing dhkA under its own promoter; also observed in PMID 12796307 (strain #542) [strain ID: 328, parent: HL328]
DBS0235466	aberrant stalk morphogenesis			8670894	rescued by expressing dhkA under the control of its own promoter [strain ID: 328, parent: HL328]
DBS0235466	increased sporulation in the presence of 8-Br-cAMP			8670894	[strain ID: 328, parent: HL328]
DBS0236725	decreased growth rate	in the presence of Ca2+		9885293	expression of antisense RNA; cells grow poorly or not at all in high Ca2+ medium
DBS0237225	abolished aggregation			14871937	overexpressor of cupB antisense mRNA fail to aggregate; partially rescued by the presence of 20 mM CaCl2 [strainID: 343, parent: AX2]
DBS0237042	decreased growth rate		growth curve	12082150	rescues vatA localization to vacuolar membranes as in wild type, which is defect in the VatMpr mutant
DBS0235950	development arrests at mound stage			9727034	[strain IDs: 5, 10, 11, 12, parent: DH1]
DBS0237030	abolished aggregation			9405107	partial rescue by exogenous phosphodiesterase protein  [strain ID: 6, parent: DH1]
DBS0237030	decreased 3',5'-cyclic-AMP phosphodiesterase activity			17040207	50-fold reduction of DTT-sensitive surface activity; cells starved for 5 hours
DBS0236840	development arrests at mound stage			9727034	[strain IDs: 5, 10, 11, 12, parent: DH1]
DBS0236607	development arrests at mound stage			9727034	[strain IDs: 5, 10, 11, 12, parent: DH1]
DBS0236606	development arrests at mound stage			9727034	[strain IDs: 5, 10, 11, 12, parent: DH1]
DBS0236986	wild type			10681463	[strain ID: 582, parent: AX4]
DBS0236899	decreased gene expression		real time PCR	23473502	in carA-/carC- cells, significantly reduced level of pdsA expression in compared with wt
DBS0236897	abolished aggregation			9578623	carA/carC double knock out. Rescued by overexpression of carA but not carB [strain ID: 31; parent: AX3]
DBS0236897	decreased chemoattractant-mediated F-actin polymerization			9578623	carA/carC double knock out. Rescued by overexpression of carA, carB, or carC [strain ID: 31; parent: AX3]
DBS0236897	decreased cAMP-induced cGMP pulse			7949426	
DBS0236897	abolished activation of Rap GTPase activity			21103944	
DBS0235460	abolished gene expression			8089184	Fail to express cotB and ecmA [strain ID: 457, parent: HL330]
DBS0235460	decreased gene expression			8089184	Reduced expression of acaA and carA upon cAMP stimulation [strain ID: 457, parent: HL330]
DBS0235460	abolished aggregation			8089184	[strain ID: 457, parent: HL330]
DBS0235460	abolished activation of adenylate cyclase			8089184	[strain ID: 457, parent: HL330]
DBS0236987	abolished sporulation			10373524	Rescued by adding 8-Br-cAMP [strain ID: 463, parent: AK299]
DBS0236987	increased stalk length			10373524	[strain ID: 463, parent: AK299]
DBS0236987	decreased stalk width			10373524	[strain ID: 463, parent: AK299]
DBS0235465	development arrests at mound stage			9169048	[strain ID: 464, parent:HL326] Rescued by overexpression of tipB (see PMID 10402673).
DBS0235465	multiple tips			9169048	[strain ID: 464, parent:HL326]
DBS0235465	increased aggregate size			10402673	[strain ID: 464, parent:HL326]
DBS0235465	decreased gene expression			9169048	ecmA expression is only 15% of parent [strain ID: 464, parent: HL326]
DBS0235682	abolished stalk formation			10681463	Mutant has no stalk and no basal disk - <a href="http://wiki.dictybase.org/dictywiki/index.php/DcsA">Picture of REMI mutant</a> [strain IDs: 455, 470, 581, parent: AX4]
DBS0235682	aberrant spore coat morphology			10681463	[strain IDs: 455, 470, 581, parent: AX4]
DBS0235682	abolished sporulation			10681463	strains DG1099, TL127 (ref_no 7225); strains DG1128, DG1099, TL127 (ref_no 396) [strain IDs: 455, 470, 581, parent: AX4]
DBS0235682	abolished stalk cell differentiation			11428129	[strain IDs: 470, 581, parent: AX4]
DBS0235682	abolished cellulose biosynthesis			10681463	[strain IDs: 455, 470, 581, parent: AX4]
DBS0235666	development arrests at mound stage			9254905	[StrainID: 473, parent: AX4]
DBS0235666	decreased spore viability			9254905	[StrainID: 473, parent: AX4]
DBS0235666	precocious sporulation			9254905	[StrainID: 473, parent: AX4]
DBS0235666	aberrant mound color			9254905	Mutant arrest at the mound stage and accumulate the yellow pigment characteristic of mature sori   [StrainID: 473, parent: AX4]
DBS0235644	increased myosin II assembly			12532328	into Triton-resistant cytoskeletal fractions  [StrainID: 371, parent: JH10]
DBS0235645	increased myosin II assembly			8567716	overassembly of myosin into the Triton-resistant cytoskeletal fractions  [StrainID: 372, parent: JH10]
DBS0235646	increased myosin II assembly			15987738	mhkA/B double and the triple mhkA/B/C mutant; defect increases incrementally with the number of genes deleted  [StrainIDs: 373, 375]
DBS0235646	decreased growth rate in suspension			15987738	mhkA/B double and the triple mhkA/B/C mutant; defect increases incrementally with the number of genes deleted  [StrainIDs: 373, 375]
DBS0235646	aberrant cytokinesis			15987738	mhkA/B double and the triple mhkA/B/C mutant; defect increases incrementally with the number of genes deleted  [StrainIDs: 373, 375]
DBS0235648	increased myosin II assembly			15987738	in triton-resistant cytoskeletal fractions and visible by in vivo fluorescence recovery after photobleaching (FRAP)  [StrainID: 374, parent AX2]
DBS0235648	aberrant cytokinesis			12475956	Mutant took ~35% longer time to complete cytokinesis compared to [StrainID: 374, parent AX2]
DBS0235649	increased myosin II assembly			15987738	mhkA/B double and the triple mhkA/B/C mutant; defect increases incrementally with the number of genes deleted  [StrainIDs: 373, 375]
DBS0235649	decreased growth rate in suspension			15987738	mhkA/B double and the triple mhkA/B/C mutant; defect increases incrementally with the number of genes deleted  [StrainIDs: 373, 375]
DBS0235649	aberrant cytokinesis			15987738	mhkA/B double and the triple mhkA/B/C mutant; defect increases incrementally with the number of genes deleted  [StrainIDs: 373, 375]
DBS0237232	wild type			7954798	[strain ID: 697, parent: AX2]
DBS0236827	decreased cell motility		motility assay	7954798	cell motility in the presence and absence of cAMP
DBS0236827	increased basal F-actin level		biochemical assay	7954798	60-70% increase compared to wild type
DBS0236827	development arrests at slug stage		developmental time course	7954798	
DBS0236827	aberrant cytokinesis		nuclei count	7954798	
DBS0236827	abolished growth	in suspension		7954798	
DBS0235661	abolished aggregation			15196949	cdk8- cells fail to aggregate when grow on bacterial lawns, and aggregates poorly when grown in axenic suspension [strain ID: 707, parent: AX2]
DBS0235661	decreased gene expression			15196949	aggregation and spore genes, when aggregation defect is bypassed  [strain ID: 707, parent: AX2]
DBS0235661	mislocalized gene expression			15196949	prestalk genes, when aggregation defect is bypassed [strain ID: 707, parent: AX2]
